"name2","address2","city2","zip2"
"EL EDEN II","10755 SW 190 ST","MIAMI","33157"
"MONKEY JUNGLE SNACK BAR","14805 SW 216 ST","GOULDS","33170"
"BURGER KING 4490","12500 SW 8 ST","MIAMI","33184"
"OTELIO CAFETERIA","5828 SW 8 ST","MIAMI","33144"
"SUBWAY 1199 INC","1901 NE 168 ST","NORTH MIAMI BEACH","33162"
"ISLAS CANARIAS REST","13695 SW 26 ST","MIAMI","33175"
"MAR AZUL CAFETERIA","6701 NW 37 AVE","MIAMI","33147"
"SOTOS WINDOW GABLES BANQ HALL","7360 SW 24 ST 20","MIAMI","33155"
"JUMWICH SANDWICH SHOP","11400 SW 88 ST STE A111","MIAMI","33176"
"CUISINE CREOLE","15034 15038 NE 6 AVE","NORTH MIAMI BEACH","33161"
"JERUSALEM KOSHER PIZZA","761 NE 167 ST","NORTH MIAMI BEACH","33162"
"RINCON PROGRESENO","1169 NW 36 ST","MIAMI","33127"
"POPEYES FAMOUS FRIED CHICK 11","1501 NW 20 ST","MIAMI","33142"
"DOMINOS PIZZA 3806","6696 SW 24 ST","MIAMI","33155"
"BURGER KING 4867","8770 MILLS DR","MIAMI","33183"
"DADELAND DETRAN DELI EXPRESS","9100 S DADELAND BLVD","MIAMI","33156"
"SHUCKERS BAR & GRILL","1819 79 ST CSWY","MIAMI","33141"
"COFFEE SHOP RAINBOW","3720 PALM AVE","HIALEAH","33012"
"SUBWAY SANDWICHES & SALADS","239 NE 167 ST","NORTH MIAMI BEACH","33162"
"DOMINOS PIZZA LLC 5097","18708 NW 67 AVE","MIAMI","33015"
"DOMINOS PIZZA 3812","133 SW 107 AVE","SWEETWATER","33174"
"MCDONALDS 7731","3200 S DIXIE HWY","MIAMI","33133"
"PIZZA HUT 630090","7333 SW 152 AVE","MIAMI","33193"
"WENDYS OLD FASHIONED HAMBURGER","7393 NW 36 ST","MIAMI","33166"
"LA CREMITA","2761 SW 22 ST","MIAMI","33145"
"SUBWAY SANDWICH & SALADS","4889 NW 36 ST","MIAMI SPGS","33166"
"EMPLOYEE CAFE","1201 NW 42 AVENUE","MIAMI","33126"
"BURGER KING 4239","2390 W FLAGLER ST","MIAMI","33135"
"SUBWAY","18710 NW 67 AVE","HIALEAH","33015"
"PIZZA HUT 630095","807 SW 8 ST","MIAMI","33130"
"VANDERBILT MANSION","1 FISHER ISLAND","MIAMI","33109"
"SUBWAY MILLER PLAZA","5811 SW 137 AVE","MIAMI","33183"
"DOMINOS PIZZA 3811","15653 SW 88 ST","MIAMI","33196"
"CLUB TIPICO DOMINICANO","1342 NW 36 ST","MIAMI","33142"
"SOCIAL CLUB","1725 COLLINS AVE","MIAMI BEACH","33139"
"SEA SIAM","12735 S DIXIE HWY","MIAMI","33156"
"MORRO CASTLE","1201 W 44 PL","HIALEAH","33012"
"BURGER KING","7390 SW 24 ST","MIAMI","33155"
"SUBWAY","292 NW 42 AVE","MIAMI","33126"
"BURGER KING 5249","18730 NW 67 AVE","MIAMI","33015"
"RINCON ANTIOQUENO REST","6521 SW 8 ST","MIAMI","33144"
"TODDS SUBS","5975 SUNSET DR","MIAMI","33143"
"NORMANS TAVERN","6766 COLLINS AVE","MIAMI BEACH","33141"
"MUFFIN TIN THE","12655 S DIXIE HWY","MIAMI","33156"
"LA NUEVA ALAMEDA","2400 NW 27 AVE","MIAMI","33142"
"CAFFE ABBRACCI","318 ARAGON AVE","CORAL GABLES","33134"
"CACIQUE LUNCH","112 W FLAGLER ST","MIAMI","33130"
"LAS VEGAS","6970 COLLINS AVE","MIAMI BEACH","33141"
"SUBWAY","7400 NW SOUTH RIVER DR 10","MEDLEY","33166"
"DOMINOS PIZZA LLC 3851","1105 NW 22 AVE","MIAMI","33125"
"OCEANS TEN","960 OCEAN DR","MIAMI BEACH","33139"
"FISHER ISLAND BEACH CLUB","1 FISHER ISLAND DR","MIAMI","33109"
"BURGER KING 5329","11400 SW 186 QUAIL ROOST DR","MIAMI","33157"
"MCDONALDS RESTAURANT 7266","11990 SW 8 ST","MIAMI","33184"
"FONTANA RESTAURANT","1200 ANASTASIA AVE","CORAL GABLES","33134"
"BILTMORE EMP CAF","1200 ANASTASIA AVE","CORAL GABLES","33134"
"LITTLE CAESARS PIZZA 224","13710 SW 56 ST","MIAMI","33175"
"CHINA VILLAGE","1527 NW 79 ST","MIAMI","33147"
"SUBWAY","18405 NW 27 AVE","MIAMI","33056"
"SMITH & WOLLENSKY","1 WASHINGTON AVE","MIAMI BEACH","33139"
"LATIN AMERICAN CAFETERIA","401 BISCAYNE BLVD","MIAMI","33132"
"COMIDA POR LIBRA","7012 SW 87 AVE","MIAMI","33173"
"CONFERENCE CENTER","MIA HOTEL 7 FLOOR","MIAMI","33159"
"LA QUEBRADITA","702 N KROME AVE","HOMESTEAD","33030"
"TUTOS PLACE CAFETERIA","13216 SW 8 ST","MIAMI","33184"
"DIXIE CATERING","12222 SW 132 CT","MIAMI","33186"
"FAROLITO RESTAURANT","2885 CORAL WAY","MIAMI","33145"
"JOHNSON & JOHNSON RESTAURANT","5930 NW 17 AVE","MIAMI","33142"
"F&M CAFETERIA","12085 W OKEECHOBEE RD","HIALEAH GARDENS","33016"
"CORAL REEF YACHT CLUB S BAR","2484 S BAYSHORE DR","MIAMI","33133"
"COCONUT GROVE SAILING CLUB","2990 S BAYSHORE DR","COCONUT GROVE","33133"
"TONYS TOKYO CUISINE","1208 WASHINGTON AVE","MIAMI BEACH","33139"
"MCDONALDS 4458","3747 NW 7 ST","MIAMI","33126"
"LITTLE CAESARS PIZZA 230","10201 HAMMOCKS BLVD 110","MIAMI","33196"
"104 BBQ","2269 NW 199 ST","MIAMI","33056"
"101 HOT DOGS","2269 NW 199 ST","MIAMI","33056"
"150 PIZZA","2269 NW 199 STREET","MIAMI","33056"
"304 GRILLE","2269 NW 199 ST","MIAMI","33056"
"SECTION 238 & BAR","2269 NW 199 ST","MIAMI","33056"
"139 ICE CREAM","2269 NW 199 ST","MIAMI","33056"
"142 PIZZA","2269 NW 199 ST","MIAMI","33056"
"135 HOT DOGS","2269 NW 199 ST","MIAMI","33056"
"345 GRILLE","2269 NW 199 ST","MIAMI","33056"
"340 GRILLE","2269 NW 199 ST","MIAMI","33056"
"336 PIZZA","2269 NW 199 ST","MIAMI","33056"
"132 BBQ","2269 NW 199 ST","MIAMI","33056"
"129 HOT DOGS","2269 NW 199 ST","MIAMI","33056"
"122 PIZZA","2269 NW 199 ST","MIAMI","33056"
"119 ICE CREAM","2269 NW 199 ST","MIAMI","33056"
"SECTION 203 & BAR","2269 NW 199 ST","MIAMI","33056"
"327 PIZZA","2269 NW 199 ST","MIAMI","33056"
"319 GRILLE","2269 NW 199 ST","MIAMI","33056"
"117 HOT DOGS","2269 NW 199 ST","MIAMI","33056"
"114 HOT DOGS","2269 NW 199 ST","MIAMI","33056"
"107 PIZZA","2269 NW 199 ST","MIAMI","33056"
"317 GRILLE","2269 NW 199 ST","MIAMI","33056"
"312 GRILLE","2269 NW 199 ST","MIAMI","33056"
"308 PIZZA","2269 NW 199 ST","MIAMI","33056"
"MAY FU RESTAURANT","15030 NW 7 AVE","MIAMI","33168"
"WONGS EXPRESS","7400 NW S RIVER DR","MEDLEY","33166"
"REYS PIZZA 2","2908 W 3 AVE","HIALEAH","33012"
"SALON TROPICAL BANQUET HALL","5350 W 16 AVE","HIALEAH","33012"
"DOMINOS PIZZA 3889","1426 ALTON RD","MIAMI BEACH","33139"
"COURTYARD BY MARRIOTT REST","3929 NW 79 AVE","MIAMI","33166"
"MCDONALDS OF TRADEWINDS","8403 NW 12 ST","MIAMI","33126"
"EMPLOYEE CAFETERIA","1 FISHER ISLAND","MIAMI","33109"
"SUBWAY 1669 INC","7379 SW 40 ST","MIAMI","33155"
"WHITNEYS RESTAURANT","9090 S DADELAND BLVD","MIAMI","33156"
"EMPLOYEE CAFETERIA","9090 S DADELAND BLVD","MIAMI","33156"
"LOBBY BAR","9090 S DADELAND BLVD","MIAMI","33156"
"LA ESTRELLA 2 RESTAURANT","8074 NW 103 ST","HIALEAH GDNS","33016"
"KENTUCKY FRIED CHICKEN","18108 COLLINS AVE","MIAMI BEACH","33160"
"EL RINCONCITO LATINO CAFETERIA","9979 SW 142 AVE","MIAMI","33186"
"HOUSE OF CHANG","1913 NE 168 ST","NORTH MIAMI BEACH","33162"
"CHUCK WAGON RESTAURANT","11230 SW 137 AVE","MIAMI","33186"
"L CS FAST FOOD JOINT","19505 NW 2 AVE","MIAMI","33169"
"ESPERANZAS CAFETERIA","1048 E 26 ST","HIALEAH","33013"
"OSTERIA DEL TEATRO","1443 WASHINGTON AVE","MIAMI BEACH","33139"
"LAGUNA RESTAURANT","2800 NW 7 AVE","MIAMI","33127"
"HOUSE OF SUN","15440 NW 77 CT","MIAMI","33016"
"D B A KING & I THAI RESTAURANT","15508 NW 77 CT","MIAMI LAKES","33016"
"LA MINUTERA FISH & CHIP","2839 W 2 AVE","HIALEAH","33010"
"EL CANTONES REST","11865 SW 26 ST E3","MIAMI","33175"
"CHECKERS 837","6800 W 12 AVE","HIALEAH","33014"
"SUBWAY","15416 NW 77 CT","MIAMI LAKES","33016"
"LA FOGATA RESTAURANT","7795 W FLAGLER ST 59","MIAMI","33144"
"MCDONALDS 4534","6700 SW 40 ST","MIAMI","33155"
"LITTLE CAESARS PIZZA 01 217","8300 W FLAGLER 20","MIAMI","33144"
"PERU PLACE","4579 NW 36 ST","MIAMI SPGS","33166"
"LITTLE CAESARS PIZZA 2239","9477 SW 160 ST","MIAMI","33157"
"WALTERS COFFEE SHOP","17009 S DIXIE HWY","MIAMI","33157"
"BAHAMAS FISH & SEAFOOD 2","13399 SW 42 ST","MIAMI","33175"
"SPORTS GRILL","10005 SW 72 ST","MIAMI","33173"
"RESTAURANT EL HONDURENO","2395 NW 36 ST","MIAMI","33142"
"SUBWAY","6890 W 12 AVE","HIALEAH","33014"
"MOES BAGELS","2772 NE 187 ST","AVENTURA","33180"
"BURGER KING 10","775 E 9 ST","HIALEAH","33010"
"EL CAMINANTE REST&CAFETERIA","11351 W FLAGLER ST","MIAMI","33174"
"OCEAN TERRACE RESTAURANT","19201 COLLINS AVE","MIAMI BEACH","33160"
"BIRD ROAD DAIRY QUEEN","4040 SW 67 AVE","MIAMI","33155"
"LITTLE CAESAR PIZZA 2243","6556 NW 186 ST","MIAMI","33015"
"CREMA PIZZA","2263 NW 28 ST","MIAMI","33142"
"LINGS GARDEN","12749 BISCAYNE BLVD","NORTH MIAMI","33181"
"NEWS CAFE","800 OCEAN DR","MIAMI BEACH","33139"
"NIKIES PIZZA","1 OCEAN DR","MIAMI BEACH","33139"
"NIKKI BEACH SECOND FLOOR","1 OCEAN DR","MIAMI BEACH","33139"
"NIKKI BEACH FIRST FLOOR","1 OCEAN DR","MIAMI BEACH","33139"
"POLO NORTE","2050 W 56 ST","HIALEAH","33016"
"EL NOVILLO RESTAURANT","6830 SW 40 ST","MIAMI","33155"
"PORTO CERVO REST","1 FISHER ISLAND DR","MIAMI","33109"
"CHINA FORTUNE REST","5761 NW 7 ST","MIAMI","33126"
"A FISH CALLED AVALON","700 OCEAN DR","MIAMI BEACH","33139"
"LA SANDWICHERIE","229 14 ST","MIAMI BEACH","33139"
"SIAM BAYSHORE REST","1524 79 CSWY","N BAY VILLAGE","33141"
"LITTLE CAESARS PIZZA 2245","1551 SW 107 AVE","MIAMI","33174"
"MCDONALDS 10664","1650 WASHINGTON AVE","MIAMI BEACH","33139"
"BURGER KING 5991","7195 NW 74 ST","MEDLEY","33166"
"SUBWAY 1584","7277 NW 36 ST","MIAMI","33166"
"SUBWAY","1426 ALTON ROAD","MIAMI BEACH","33139"
"MCDONALDS 10537","425 SE 1 AVE","FLORIDA CITY","33034"
"KENIA PLAZA","14511 SW 266 ST","NARANJA","33032"
"FRITANGA MONIMBO KENDALL","7173 SW 117 AVE","MIAMI","33183"
"LITTLE CAESARS PIZZA 2244","1812 NE MIAMI GARDENS DR","NORTH MIAMI BEACH","33179"
"SNACK HUNTER CAFETERIA","3799 NW 7 ST","MIAMI","33126"
"PICCOLO PIZZA","2104 NE 123 ST","NORTH MIAMI","33181"
"LAS TOTORITAS","7367 NW 36 ST","MIAMI","33166"
"SUBWAY 3783","10846 SW 104 ST","MIAMI","33176"
"KEG SOUTH OF KENDALL","12805 SW 136 AVE","MIAMI","33186"
"EL PALEQUE NIGHT CLUB","1115 NW 22 AVE","MIAMI","33125"
"KINGS CREAM","1831 SW 8 ST","MIAMI","33135"
"EL TROPICO REST","8383 NW 12 ST","MIAMI","33126"
"JOHN MARTINS","253 MIRACLE MILE","CORAL GABLES","33134"
"DELI LANE CAFE","7230 SW 59 AVE","SOUTH MIAMI","33143"
"YI WONG CHINESE REST","13760 SW 8 ST","MIAMI","33184"
"SUBWAY 2052","20695 BISCAYNE BLVD","AVENTURA","33180"
"131 GRILLE","2269 NW 199 ST","MIAMI","33056"
"329 GRILLE","2269 NW 199 ST","MIAMI","33056"
"CLUB LIV KITCHEN 356","2269 NW 199 ST","MIAMI","33056"
"NUNZIOS REST","11433 SW 40 ST","MIAMI","33165"
"RASPADOS LOLYS","10404 W FLAGER ST 6","MIAMI","33172"
"MI CAFETERIA","13349 SW 42 ST","MIAMI","33175"
"DAVE JAMAICAN BAKERY & REST","700 NW 183 ST","MIAMI","33169"
"PIZZA HUT (710717)","1213 W 44 PLACE","HIALEAH","33012"
"CACIQUES CORNER","100 W FLAGLER ST","MIAMI","33130"
"EL RINCONCITO CAFETERIA","2050 W 56 ST 33","HIALEAH","33016"
"MIAMI SUBS & GRILL","5875 NW 36 ST","VIRGINIA GDNS","33166"
"QUESILLOS GUILIGUISTE","11323 W FLAGLER ST","MIAMI","33174"
"HUNGRY BEAR SUB SHOP","3399 NW 72 AVE  112","MIAMI","33122"
"PIZZA HUT DELIVERY 710734","9580 SW 137 AVE","MIAMI","33186"
"OMAR SEAFOODS","2111 NW 10 AVE","MIAMI","33127"
"REFRESHMENT STAND C D","1901 CONVENTION CENTER DR","MIAMI BEACH","33139"
"MAIN KITCHEN 2","1901 CONVENTION CENTER DR","MIAMI BEACH","33139"
"REFRESHMENT STAND A B","1901 CONVENTION CENTER DR","MIAMI BEACH","33139"
"LE BOUCHON DU GROVE","3430 MAIN HWY","MIAMI","33133"
"PIZZA HUT 710714","8900 BISCAYNE BLVD","MIAMI SHORES","33138"
"CAFE MEKONG","18587 NW 27 AVE","MIAMI","33056"
"PIZZA HUT 756312","1600 NE 163 ST","NORTH MIAMI BEACH","33162"
"KFC AT LAGO PLAZA","6725 W 28 AVE","HIALEAH","33016"
"LA BARCA CAFETERIA","1681 W 37 ST 24A","HIALEAH","33012"
"WHIP N DIP ICE CREAM SHOP","1407 SUNSET DR","CORAL GABLES","33143"
"TANGO GRILL PARRILLADA DADELND","7501 SW 88 ST","MIAMI","33156"
"PIZZA HUT 710718","1801 E 4 AVE","HIALEAH","33010"
"PIZZA HUT 710706","19960 NW 2 AVE","MIAMI","33169"
"PREMIERE BANQUET HALL","8300 SW 8 ST","MIAMI","33144"
"SHAKERS CONCH HOUSE","10149 NW 22 AVE","MIAMI","33147"
"LARIOS ON THE BEACH","820 OCEAN DR","MIAMI BEACH","33139"
"LITTLE CAESARS PIZZA 2275","2402 W 60 ST","HIALEAH","33016"
"HOOTERS OF BAYSIDE","401 BISCAYNE BLVD 225","MIAMI","33132"
"MCDONALDS OF MILLER EAST","9341 SW 56 ST","MIAMI","33165"
"BALMORAL RESTAURANT","9801 COLLINS AVE","BAL HARBOUR","33154"
"SUBWAY","3148 CORAL WAY","MIAMI","33145"
"SUBWAY 4757","9773 NW 41 ST","MIAMI","33178"
"LITTLE HOOLIES","13135 SW 89 PL","MIAMI","33176"
"BAGELS & CO","11064 BISCAYNE BLVD","MIAMI","33161"
"SARA SHARPE CATERING INC","3328 SW 23 TERR","MIAMI","33145"
"PIZZA HUT 710729","9672 SW 72 ST","MIAMI","33173"
"PIZZA HUT 710740","19151 S DIXIE HWY","MIAMI","33157"
"PIZZA HUT 710732","13870 SW 8 ST","MIAMI","33184"
"MI PUEBLO RESTAURANT","10910 W FLAGLER ST","MIAMI","33174"
"SUBWAY 6698","7795 W FLAGLER ST","MIAMI","33144"
"PLAZA MADRID","801 PLAZA MADRID ST","CORAL GABLES","33134"
"MIAMI YACHT CLUB","1001 MACARTHUR CSWY","MIAMI","33132"
"MIAMI OUTBOARD LOUNGE","1099 MACARTHUR CSWY","MIAMI","33132"
"CANCUN GRILL","15406 NW 77 CT","MIAMI","33016"
"OCEANIA CLUB","16421 COLLINS AVE","MIAMI BEACH","33160"
"SANGO RESTAURANT","9485 SW 160 ST","MIAMI","33157"
"SUBWAY","13190 BISCAYNE BLVD","MIAMI","33181"
"MENA CATERING","7462 SW 48 ST","MIAMI","33155"
"ANACAPRI ITALIAN REST","12669 S DIXIE HWY","MIAMI","33156"
"SHARKEYS","401 BISCAYNE BLVD S118","MIAMI","33132"
"GATOR PARK","24050 SW 8 ST","MIAMI","33187"
"ATLACATL RESTAURANT CORP","466 SW 17 AVE","MIAMI","33135"
"CHICKEN KITCHEN USA","7315 SW 57 AVE","MIAMI","33143"
"DOMINOS PIZZA 5187","9612 SW 77 AVE","MIAMI","33156"
"SUBWAY SANDWICHES SALADS","13876 SW 8 ST","MIAMI","33184"
"GREEN STREET CAFE","3468 MAIN HWY","MIAMI","33133"
"LUIS GALINDO LATIN AMERICAN","898 SW 57 AVE","WEST MIAMI","33144"
"FRANCESCO REST","325 ALCAZAR AVE","CORAL GABLES","33134"
"CURLEY CARRY OUT","2049 ALI BABA AVE","OPA LOCKA","33054"
"PIZZA HUT 710720","6500 SW 8 ST","MIAMI","33144"
"PLED A TERRE","1701 JAMES AVE","MIAMI BEACH","33139"
"CHUNG HENG","2542 SW 27 AVE","MIAMI","33133"
"FISHER ISLAND GOLF CLUBHOUSE","1 FISHER ISLAND DR","MIAMI","33109"
"CREATIVE KITCHEN","650 NW 71 ST","MIAMI","33150"
"NEW GENERATION CAFE","7777 NW 41 ST","MIAMI","33166"
"FLORIBBEAN CAFE","1675 W 49 ST 1240","HIALEAH","33012"
"COURTYARD BY MARRIOTT","15700 NW 77 CT","MIAMI LAKES","33016"
"SERGIOS CAFETERIA","3252 CORAL WAY","MIAMI","33145"
"RENAISSANCE IN THE GABLES","2340 SW 32 AVE","MIAMI","33145"
"CAFE NANKING","6471 NW 7 AVE","MIAMI","33150"
"BILTMORE LOUNGE","1200 ANASTASIA AVE","CORAL GABLES","33134"
"CATCH OF THE DAY","1050 NW 42 AVE","MIAMI","33126"
"ASAKA JAPANESE REST","20355 BISCAYNE BLVD","AVENTURA","33180"
"WEBERMAN TRADITIONAL FOODS","330 NE 59 ST","MIAMI","33137"
"ROYAL CARIBBEAN CRUISES","1050 CARIBBEAN WAY","MIAMI","33132"
"PIZZA HUT DELIVERY 710730","9600 SW 8 ST 23 A","MIAMI","33174"
"PIZZA HUT  710704","1604 ALTON RD","MIAMI BEACH","33139"
"PIZZA HUT DELIVERY 710737","15065 S DIXIE HWY","MIAMI","33176"
"LA ESTRELLA CHINA","10920 W FLAGLER ST 210","MIAMI","33174"
"PIZZA HUT TAKE OUT 710724","1529 SW 8 ST","MIAMI","33135"
"JAMAICA KITCHEN","8736 SW 72 ST","MIAMI","33173"
"SPORTS GRILL HAMMOCKS","14617 SW 104 ST","MIAMI","33186"
"MANGOS TROPICAL CAFE","900 OCEAN DR","MIAMI BEACH","33139"
"BIG CHEESE RESTAURANT","8080 SW 67 AVE","MIAMI","33143"
"LITTLE CAESARS PIZZA 2267","17223 NW 27 AVE","MIAMI","33056"
"VITOS RESTAURANT","180 CRANDON BLVD 109","KEY BISCAYNE","33149"
"LITTLE HAVANA REST","12727 BISCAYNE BLVD","NORTH MIAMI","33181"
"EL TABLAZO RESTAURANT","6780 COLLINS AVE","MIAMI BEACH","33141"
"GRAZIANOS RESTAURANT","9227 BIRD RD","MIAMI","33165"
"MIKES PIZZERIA","13712 SW 84 ST","MIAMI","33183"
"CHILIS SOUTHWEST GRILL&BAR213","8696 NW 13 TERR","MIAMI","33126"
"DON FERNANDO FSHNKT RESTAURANT","12899 SW 42 ST","MIAMI","33175"
"ROASTERS & TOASTERS","9465 S DIXIE HWY","MIAMI","33156"
"SPECCHIO","9485 HARDING AVE","MIAMI BEACH","33154"
"CHILIS SOUTHWEST GRILL&BAR231","11900 SW 88 ST","MIAMI","33186"
"EL TROPICO REST","7902 NW 36 ST","MIAMI","33166"
"LA DORADA","177 GIRALDA AVE","CORAL GABLES","33134"
"SIAM RIVER THAI CUISINE","3455 NE 163 ST","NORTH MIAMI BEACH","33160"
"CATHAY CHINESE REST","13772 SW 152 ST","MIAMI","33177"
"MCDONALDS REST","5640 NW 7 ST","MIAMI","33126"
"SHOWGIRLS INC","19995 S DIXIE HWY","MIAMI","33157"
"TONY CHANS WATER CLUB","1717 N BAYSHORE DR 131","MIAMI","33132"
"NEW WAVE BILLIARDS","1403 SW 107 AVE","MIAMI","33174"
"GRANDVIEW CHINESE REST","9842 BIRD RD","MIAMI","33165"
"ALL STAR PIZZA","11280 SW 137 AVE","MIAMI","33186"
"BEACH BAR & GRILL","4299 COLLINS AVE","MIAMI BEACH","33140"
"AJOY WALLACE CATERING PROD INC","8501 SW 129 TERR","MIAMI","33156"
"HAAGEN DAZS ICE CREAM","19575 BISCAYNE BLVD 1459","AVENTURA","33180"
"CAJUN & GRILL","19575 BISCAYNE BLVD 1377","AVENTURA","33180"
"SUBWAY 11094","8527 NW 186 ST","HIALEAH","33015"
"TAQUERIAS EL MEXICANO","521 SW 8 ST","MIAMI","33130"
"POLO NORTE ICE CREAM","546 W 29 ST","HIALEAH","33012"
"HIALEAH LATIN AMERICA REST","675 E 9 ST","HIALEAH","33010"
"CHECKER DRIVE IN REST 190","1800 NE 163 ST","NORTH MIAMI BEACH","33162"
"SANDBAR LOUNGE","6752 COLLINS AVE","MIAMI BEACH","33141"
"ESSENSIA","3025 COLLINS AVE","MIAMI BEACH","33140"
"POOL BAR","3025 COLLINS AVE","MIAMI BEACH","33140"
"CLIFF RESTAURANT & CATERING","10740 NW 7 AVE","MIAMI","33168"
"FRITANGA MANAGUA MERCADO","2470 W 60 STREET","HIALEAH","33016"
"WET WILLIES","760 OCEAN DR","MIAMI BEACH","33139"
"SCULLYS TAVERN","9809 SW 72 ST","MIAMI","33173"
"SWEETWATER REYS PIZZA 5","296 SW 107 AVE","SWEETWATER","33174"
"CARVEL","9330 SW 56 ST","MIAMI","33165"
"DORAL SEAFOOD","9743 NW 41 ST","MIAMI","33178"
"BURGER KING 7299","16025 S DIXIE HWY","MIAMI","33157"
"SPECIAL EVENT CATERING BY LES","7049 SW 47 ST","MIAMI","33155"
"CORAL REST 2","6350 NW 82 AVE","MIAMI","33166"
"BURGER KING 6896","11200 SW 137 AVE","MIAMI","33186"
"BURGER KING 6872","20505 OLD CUTLER RD","MIAMI","33189"
"CAFFE VIALETTO","4019 LE JEUNE RD","CORAL GABLES","33146"
"JERRY & JOES PIZZERIA","1772 W 68 ST","HIALEAH","33014"
"ROSITAS RESTAURANT","199 W PALM DR","FLORIDA CITY","33034"
"SUSHI KO","7971 BIRD RD 12","MIAMI","33155"
"PIZZA HUT 710710","2750 W 68 ST SUITE 104","HIALEAH","33016"
"CARVEL ICE CREAM BAKERY AND MARIO THE BAKER","8565 SW 24 ST","MIAMI","33155"
"SUSHI MAKI","5812 SUNSET DR","SOUTH MIAMI","33143"
"LAST CARROT (THE)","3133 GRAND AVE","MIAMI","33133"
"NATS CATERING SERVICE","1739 OPA LOCKA BLVD","OPA LOCKA","33054"
"MILLY`S RESTAURANT & CAFET","2742 SW 8 ST","MIAMI","33135"
"REYS PIZZA 7","6340 SW 8 ST","MIAMI","33144"
"PIZZA HUT 710741","28640 S DIXIE HWY","HOMESTEAD","33033"
"PIZZA HUT 710722","3830 SW 8 ST","MIAMI","33134"
"TANGO GRILL","19575 BISCAYNE BLVD 1425","AVENTURA","33180"
"CHECKERS DRIVE IN REST 257","16790 S DIXIE HWY","MIAMI","33157"
"POLLO TROPICAL 5","18670 S DIXIE HWY","MIAMI","33157"
"SAMBORS CAFE","748 W 49 ST","HIALEAH","33012"
"RICE BUCKET","15364 NW 79 CT","MIAMI LAKES","33016"
"PATACON RESTAURANT 2","7902 NW 36 ST","MIAMI","33166"
"BLUE SKY VII","3803 W FLAGLER ST","MIAMI","33134"
"11 STREET DINER","1065 WASHINGTON AVE","MIAMI BEACH","33139"
"BAGEL EXPRESS INTERNATIONAL","11616 SW 88 ST","MIAMI","33176"
"MONTES DE OCA 2","5241 SW 8 ST","MIAMI","33134"
"MAIN KITCHEN","2269 NW 199 ST","MIAMI","33056"
"SECTION 250 & BAR","2269 NW 199 ST","MIAMI","33056"
"SECT 210","2269 NW 199 ST","MIAMI","33056"
"232 SUITE KITCHEN","2269 NW 199 ST","MIAMI","33056"
"PIZZA HUT DELIVERY 710728","6625 S DIXIE HWY","MIAMI","33143"
"ARBYS INC 71","3333 W OKEECHOBEE RD","HIALEAH","33012"
"LOS PAISANOS RESTAURANT","824 W FLAGLER ST","MIAMI","33130"
"BELLA LUNA RESTAURANT","19575 BISCAYNE BLVD 1097","AVENTURA","33180"
"EMPLOYEES CAFETERIA","3025 COLLINS AVE","MIAMI BEACH","33140"
"CHECKERS DRIVE IN REST (312)","2645 NW 183 ST","MIAMI","33056"
"THAI HOUSE SOUTH BEACH","1137 WASHINGTON AVE","MIAMI BEACH","33139"
"CHECKERS 258","820 E 49 ST","HIALEAH","33013"
"SHOOTERS BILLIARDS","7200 SW 117 AVE","MIAMI","33183"
"SUSHIN IZAKAYA","159 ARAGON AVE","CORAL GABLES","33134"
"OPPORTUNITY 2","950 NW 36 ST","MIAMI","33127"
"KATANA REST","920 71 ST","MIAMI BEACH","33141"
"DORAL PARK CTRY CLB REVOCABLE","5001 NW 104 AVE","MIAMI","33178"
"MCDONALDS 2348","5995 W 24 AVE","HIALEAH","33016"
"QUISQUELLA RESTAURANT & LUNCH","9513 NW 27 AVE","MIAMI","33147"
"JOES CAFETERIA","11050 W FLAGLER ST","MIAMI","33174"
"WAJIROS RESTAURANT","12670 SW 8 ST","MIAMI","33184"
"FARMERS MARKET REST","300 N KROME AVE","FLORIDA CITY","33034"
"S B A B DINING FACILITY","1450 NE 2 AVE RM769","MIAMI","33132"
"TEDS HIDEAWAY","124 2 ST","MIAMI BEACH","33139"
"GARCIA SEAFOOD GRILLE&FISH MKT","398 NW RIVER DR","MIAMI","33128"
"PIZZA HUT DELIVERY 710716","3901 E 4 AVE","HIALEAH","33013"
"DANDY BEAR AMUSEMENT CENTER","13700 SW 84 ST","MIAMI","33183"
"CHECKER DRIVE IN REST 353","18100 NW 2 AVE","MIAMI","33169"
"WENDYS 1892 142","2400 NW 87 AVE","MIAMI","33172"
"WENDYS","18880 S DIXIE HWY","MIAMI","33157"
"CHECKERS DRIVE IN REST 269","236 NE 8 ST","HOMESTEAD","33030"
"TROPICAL FEAST REST","18400 NW 2 AVE 5","MIAMI","33169"
"KHOURYS","5887 SW 73 ST","MIAMI","33143"
"CHUCK E CHEESES","20335 BISCAYNE BLVD L 1","AVENTURA","33180"
"EL PALACIO DE LOS JUGOS","15110 SW 56 ST","MIAMI","33185"
"CHECKERS 467","8080 NW 7 AVE","MIAMI","33150"
"CHECKERS 354","1650 N BISCAYNE BLVD","MIAMI","33132"
"MAMBO CAFE","401 BISCAYNE BLVD","MIAMI","33132"
"OLGA EXPRESS SUB & PASTA","10000 SW 56 ST 16","MIAMI","33165"
"WENDYS INTL 2013 142","16601 NW 57 AVENUE","MIAMI","33014"
"MCDONALDS REST","345 NE 2 AVENUE","MIAMI","33132"
